"estimate","region","date","pop","gdp","lifeex","pov_intl"
"Max","Europe & Central Asia",1990,839692852,70860.8191239509,78.0363414634146,0.459385698064
"Max","Europe & Central Asia",1991,843987268,75961.6687167113,77.9919512195122,0.473901585378
"Max","Europe & Central Asia",1992,847402678,76323.3047532824,78.760243902439,0.543456278749
"Max","Europe & Central Asia",1993,850285670,78468.9217598348,78.9346341463415,0.569175686747
"Max","Europe & Central Asia",1994,852407912,80365.2245079687,79.2470731707317,0.693677015095
"Max","Europe & Central Asia",1995,853991333,80379.1276289992,78.7404878048781,0.610543302761
"Max","Europe & Central Asia",1996,855655379,80401.0320167454,78.9590243902439,0.81458273996
"Max","Europe & Central Asia",1997,857127065,83702.8135298171,79.1975609756098,0.639561378525
"Max","Europe & Central Asia",1998,858408005,88185.8001102476,79.6024390243903,0.588082371622
"Max","Europe & Central Asia",1999,859581049,94115.3840349976,79.580487804878,0.700258430532
"Max","Europe & Central Asia",2000,862277331,99301.5269991515,79.7780487804878,0.813429829311
"Max","Europe & Central Asia",2001,863395400,101143.147977096,80.690243902439,0.807653516361
"Max","Europe & Central Asia",2002,864953609,103317.331098088,80.5024390243903,0.804696944918
"Max","Europe & Central Asia",2003,867173880,104743.000088458,80.9634146341464,0.815035268847
"Max","Europe & Central Asia",2004,869736445,107634.837198018,81.0878048780488,0.791033420477
"Max","Europe & Central Asia",2005,872373068,108632.360015806,81.5024390243902,0.765980153229
"Max","Europe & Central Asia",2006,875083967,113346.03578151,81.490243902439,0.736580135083
"Max","Europe & Central Asia",2007,878222275,120647.822958963,81.7414634146342,0.692254484303
"Max","Europe & Central Asia",2008,881811825,118154.667184464,81.9926829268293,0.65048654762
"Max","Europe & Central Asia",2009,885299042,112230.081410148,82.0439024390244,0.609941911375
